,County,Product,Date,Amount Fulfilled
2437,Orange,Face Shields (Disposable),July,19959468.0
2438,Orange,Goggles,July,7492220.0
2439,Orange,Hand Sanitizers,July,9176015.0
2440,Orange,KN95 Respirators,July,4297760.0
2441,Orange,Medical Equipment,July,79920.0
2442,Orange,N-95 Respirators,July,106211474.0
2443,Orange,Other / None of the above,July,9443492.0
2444,Orange,Personnel,July,24.0
2445,Orange,Pharmaceuticals,July,216624.0
2446,Orange,Sample Collecting Kits,July,6200.0
2447,Orange,Shoe Covers,July,1169300.0
2448,Orange,Surgical Masks,July,282870160.0
2449,Orange,Surgical or Examination Gowns,July,34635544.0
2450,Orange,Swabs,July,9116000.0
2451,Orange,Test Kits,July,342550.0
2452,Orange,Viral Testing Media,July,6007276.0
2453,Orange,Wipes,July,186000.0
2454,Orange,Beds/Cots,June,52900.0
2455,Orange,Body Bags,June,34500.0
2456,Orange,Cleaning Supplies,June,23184.0
2457,Orange,Cloth Masks,June,316460.0
2458,Orange,Coveralls (Hospitals or EMS),June,4550.0
2459,Orange,Examination Gloves,June,27832120.0
2460,Orange,Face Shields (Disposable),June,4680532.0
2461,Orange,Goggles,June,1251660.0
2462,Orange,Hand Sanitizers,June,2854529.0
2463,Orange,KN95 Respirators,June,2753080.0
2464,Orange,Medical Equipment,June,36170.0
2465,Orange,N-95 Respirators,June,49529362.0
2466,Orange,Other / None of the above,June,1417292.0
2467,Orange,Pharmaceuticals,June,99912.0
2468,Orange,Sample Collecting Kits,June,4600.0
2469,Orange,Shoe Covers,June,6900.0
2470,Orange,Surgical Masks,June,32985280.0
2471,Orange,Surgical or Examination Gowns,June,5868072.0
2472,Orange,Swabs,June,4958000.0
2473,Orange,Test Kits,June,254150.0
2474,Orange,Viral Testing Media,June,2799140.0
2475,Orange,Beds/Cots,October,36800.0
2476,Orange,Body Bags,October,32000.0
2477,Orange,Cleaning Supplies,October,16128.0
2478,Orange,Cloth Masks,October,13249600.0
2479,Orange,Coveralls (Hospitals or EMS),October,26400.0
2480,Orange,Examination Gloves,October,81037440.0
2481,Orange,Face Shields (Disposable),October,11904384.0
2482,Orange,Goggles,October,4073920.0
2483,Orange,Hand Sanitizers,October,6276176.0
2484,Orange,KN95 Respirators,October,2293120.0
2485,Orange,Medical Equipment,October,101216.0
2486,Orange,N-95 Respirators,October,107752544.0
2487,Orange,Other / None of the above,October,4989472.0
2488,Orange,Personnel,October,238.0
2489,Orange,Pharmaceuticals,October,112768.0
2490,Orange,Sample Collecting Kits,October,3200.0
2491,Orange,Shoe Covers,October,644800.0
2492,Orange,Surgical Masks,October,211932160.0
2493,Orange,Surgical or Examination Gowns,October,19103744.0
2494,Orange,Swabs,October,4736000.0
2495,Orange,Test Kits,October,289440.0
2496,Orange,Viral Testing Media,October,4557504.0
2497,Orange,Wipes,October,96000.0
2498,Orange,Beds/Cots,September,69000.0
2499,Orange,Body Bags,September,60000.0
2500,Orange,Cleaning Supplies,September,30240.0
2501,Orange,Cloth Masks,September,24842900.0
2502,Orange,Coveralls (Hospitals or EMS),September,49500.0
2503,Orange,Examination Gloves,September,150405200.0
2504,Orange,Face Shields (Disposable),September,22320720.0
2505,Orange,Goggles,September,7638600.0
2506,Orange,Hand Sanitizers,September,11757770.0
2507,Orange,KN95 Respirators,September,4299600.0
2508,Orange,Medical Equipment,September,189780.0
2509,Orange,N-95 Respirators,September,195314700.0
2510,Orange,Other / None of the above,September,9355260.0
2511,Orange,Personnel,September,390.0
2512,Orange,Pharmaceuticals,September,211440.0
2513,Orange,Sample Collecting Kits,September,6000.0
2514,Orange,Shoe Covers,September,1209000.0
2515,Orange,Surgical Masks,September,395693200.0
2516,Orange,Surgical or Examination Gowns,September,35819520.0
2517,Orange,Swabs,September,8880000.0
2518,Orange,Test Kits,September,331500.0
2519,Orange,Viral Testing Media,September,8437320.0
2520,Orange,Wipes,September,180000.0
2521,Placer,Cloth Masks,August,4370000.0
2522,Placer,Coveralls (Hospitals or EMS),August,61040.0
2523,Placer,Examination Gloves,August,30446000.0
2524,Placer,Face Shields (Disposable),August,1884400.0
2525,Placer,Goggles,August,14341600.0
2526,Placer,Hand Sanitizers,August,2331104.0
2527,Placer,KN95 Respirators,August,5557440.0
2528,Placer,N-95 Respirators,August,11795176.0
2529,Placer,Other / None of the above,August,45472.0
2530,Placer,Personnel,August,308.0
2531,Placer,Pharmaceuticals,August,407932.0
2532,Placer,Sample Collecting Kits,August,712000.0
2533,Placer,Shoe Covers,August,1400000.0
2534,Placer,Surgical Masks,August,89292000.0
2535,Placer,Surgical or Examination Gowns,August,8367560.0
2536,Placer,Swabs,August,3204000.0
2537,Placer,Viral Testing Media,August,2401440.0
2538,Placer,Wipes,August,50000.0
2539,Placer,Cloth Masks,July,3396500.0
2540,Placer,Coveralls (Hospitals or EMS),July,34300.0
2541,Placer,Examination Gloves,July,20459320.0
2542,Placer,Face Shields (Disposable),July,1242500.0
2543,Placer,Goggles,July,15378200.0
2544,Placer,Hand Sanitizers,July,2397716.0
2545,Placer,KN95 Respirators,July,6094740.0
2546,Placer,N-95 Respirators,July,9693232.0
2547,Placer,Other / None of the above,July,48844.0
2548,Placer,Personnel,July,341.0
2549,Placer,Pharmaceuticals,July,451639.0
2550,Placer,Sample Collecting Kits,July,12000.0
2551,Placer,Shoe Covers,July,750000.0
2552,Placer,Surgical Masks,July,68396000.0
2553,Placer,Surgical or Examination Gowns,July,5826370.0
2554,Placer,Swabs,July,2343000.0
2555,Placer,Viral Testing Media,July,1601744.0
2556,Placer,Cloth Masks,June,2471500.0
2557,Placer,Coveralls (Hospitals or EMS),June,2300.0
2558,Placer,Examination Gloves,June,4438000.0
2559,Placer,Face Shields (Disposable),June,335700.0
2560,Placer,Goggles,June,280600.0
2561,Placer,Hand Sanitizers,June,1455664.0
2562,Placer,KN95 Respirators,June,3121800.0
2563,Placer,N-95 Respirators,June,6367496.0
2564,Placer,Other / None of the above,June,13940.0
2565,Placer,Personnel,June,253.0
2566,Placer,Pharmaceuticals,June,333228.0
2567,Placer,Surgical Masks,June,23176000.0
2568,Placer,Surgical or Examination Gowns,June,2909660.0
2569,Placer,Swabs,June,926000.0
2570,Placer,Viral Testing Media,June,560344.0
2571,Placer,Cloth Masks,October,2616000.0
2572,Placer,Coveralls (Hospitals or EMS),October,34880.0
2573,Placer,Examination Gloves,October,19472000.0
2574,Placer,Face Shields (Disposable),October,1092800.0
2575,Placer,Goggles,October,8195200.0
2576,Placer,Hand Sanitizers,October,1332352.0
2577,Placer,KN95 Respirators,October,3181440.0
2578,Placer,N-95 Respirators,October,6897472.0
2579,Placer,Other / None of the above,October,25984.0
2580,Placer,Personnel,October,176.0
2581,Placer,Pharmaceuticals,October,233104.0
2582,Placer,Sample Collecting Kits,October,1184000.0
2583,Placer,Shoe Covers,October,800000.0
2584,Placer,Surgical Masks,October,51744000.0
2585,Placer,Surgical or Examination Gowns,October,4831520.0
2586,Placer,Swabs,October,2608000.0
2587,Placer,Viral Testing Media,October,2150912.0
2588,Placer,Wipes,October,1280000.0
2589,Placer,Cloth Masks,September,4905000.0
2590,Placer,Coveralls (Hospitals or EMS),September,65400.0
2591,Placer,Examination Gloves,September,36410000.0
2592,Placer,Face Shields (Disposable),September,2048200.0
2593,Placer,Goggles,September,15366000.0
2594,Placer,Hand Sanitizers,September,2498160.0
2595,Placer,KN95 Respirators,September,5965200.0
2596,Placer,N-95 Respirators,September,12851760.0
2597,Placer,Other / None of the above,September,48720.0
2598,Placer,Personnel,September,330.0
2599,Placer,Pharmaceuticals,September,437070.0
2600,Placer,Sample Collecting Kits,September,2180000.0
2601,Placer,Shoe Covers,September,1500000.0
2602,Placer,Surgical Masks,September,96984000.0
2603,Placer,Surgical or Examination Gowns,September,9021100.0
2604,Placer,Swabs,September,4850000.0
2605,Placer,Viral Testing Media,September,3992928.0
2606,Placer,Wipes,September,2310000.0
2607,Plumas,Cloth Masks,August,294000.0
2608,Plumas,Coveralls (Hospitals or EMS),August,11256.0
2609,Plumas,Examination Gloves,August,1022000.0
2610,Plumas,Face Shields (Disposable),August,69300.0
2611,Plumas,Goggles,August,22400.0
2612,Plumas,Hand Sanitizers,August,63364.0
2613,Plumas,N-95 Respirators,August,227160.0
2614,Plumas,Other / None of the above,August,3752.0
2615,Plumas,Surgical Masks,August,2119600.0
2616,Plumas,Surgical or Examination Gowns,August,72800.0
2617,Plumas,Swabs,August,280000.0
2618,Plumas,Ventilators,August,672.0
2619,Plumas,Viral Testing Media,August,44800.0
2620,Plumas,Wipes,August,5600.0
2621,Plumas,Cloth Masks,July,125000.0
2622,Plumas,Coveralls (Hospitals or EMS),July,12462.0
2623,Plumas,Examination Gloves,July,1085000.0
2624,Plumas,Face Shields (Disposable),July,52800.0
2625,Plumas,Goggles,July,24800.0
2626,Plumas,Hand Sanitizers,July,50048.0
2627,Plumas,N-95 Respirators,July,204540.0
2628,Plumas,Other / None of the above,July,3354.0
2629,Plumas,Surgical Masks,July,1783000.0
2630,Plumas,Surgical or Examination Gowns,July,80600.0
2631,Plumas,Swabs,July,260000.0
2632,Plumas,Ventilators,July,744.0
2633,Plumas,Viral Testing Media,July,41600.0
2634,Plumas,Wipes,July,6200.0
2635,Plumas,Cloth Masks,June,30000.0
2636,Plumas,Coveralls (Hospitals or EMS),June,9246.0
2637,Plumas,Examination Gloves,June,805000.0
2638,Plumas,Face Shields (Disposable),June,32400.0
2639,Plumas,Goggles,June,18400.0
2640,Plumas,Hand Sanitizers,June,19952.0
2641,Plumas,N-95 Respirators,June,57960.0
2642,Plumas,Other / None of the above,June,1644.0
2643,Plumas,Surgical Masks,June,377000.0
2644,Plumas,Surgical or Examination Gowns,June,59800.0
2645,Plumas,Swabs,June,70000.0
2646,Plumas,Ventilators,June,552.0
2647,Plumas,Viral Testing Media,June,11200.0
2648,Plumas,Wipes,June,4600.0
2649,Plumas,Cloth Masks,October,184000.0
2650,Plumas,Coveralls (Hospitals or EMS),October,6432.0
2651,Plumas,Examination Gloves,October,592000.0
2652,Plumas,Face Shields (Disposable),October,48256.0
2653,Plumas,Goggles,October,12800.0
2654,Plumas,Hand Sanitizers,October,36928.0
2655,Plumas,N-95 Respirators,October,164160.0
2656,Plumas,Other / None of the above,October,34144.0
2657,Plumas,Surgical Masks,October,1257600.0
2658,Plumas,Surgical or Examination Gowns,October,41600.0
2659,Plumas,Swabs,October,160000.0
2660,Plumas,Ventilators,October,384.0
2661,Plumas,Viral Testing Media,October,44800.0
2662,Plumas,Wipes,October,3200.0
2663,Plumas,Cloth Masks,September,341500.0
2664,Plumas,Coveralls (Hospitals or EMS),September,12060.0
2665,Plumas,Examination Gloves,September,1110000.0
2666,Plumas,Face Shields (Disposable),September,87732.0
2667,Plumas,Goggles,September,24000.0
2668,Plumas,Hand Sanitizers,September,69120.0
2669,Plumas,N-95 Respirators,September,289800.0
2670,Plumas,Other / None of the above,September,56020.0
2671,Plumas,Surgical Masks,September,2352000.0
2672,Plumas,Surgical or Examination Gowns,September,78000.0
2673,Plumas,Swabs,September,300000.0
2674,Plumas,Ventilators,September,720.0
2675,Plumas,Viral Testing Media,September,49200.0
2676,Plumas,Wipes,September,6000.0
2677,Riverside,Body Bags,August,14000.0
2678,Riverside,Cleaning Supplies,August,6720.0
2679,Riverside,Cloth Masks,August,10328280.0
2680,Riverside,Coveralls (Hospitals or EMS),August,225400.0
2681,Riverside,Examination Gloves,August,109578720.0
2682,Riverside,Face Shields (Disposable),August,1525196.0
2683,Riverside,Goggles,August,728000.0
2684,Riverside,Hand Sanitizers,August,4409296.0
2685,Riverside,KN95 Respirators,August,3804640.0
2686,Riverside,Lab Supplies,August,9772000.0
2687,Riverside,Medical Equipment,August,76160.0
2688,Riverside,N-95 Respirators,August,77201280.0
2689,Riverside,Other / None of the above,August,1091860.0
2690,Riverside,Personnel,August,813.0
2691,Riverside,Pharmaceuticals,August,152488.0
2692,Riverside,Sample Collecting Kits,August,910000.0
2693,Riverside,Shoe Covers,August,42000.0
2694,Riverside,Surgical Masks,August,324921600.0
2695,Riverside,Surgical or Examination Gowns,August,5012000.0
2696,Riverside,Swabs,August,994000.0
2697,Riverside,Test Kits,August,14000.0
2698,Riverside,Viral Testing Media,August,2024392.0
2699,Riverside,Wipes,August,100800.0
2700,Riverside,Body Bags,July,15500.0
2701,Riverside,Cleaning Supplies,July,7440.0
2702,Riverside,Cloth Masks,July,3264160.0
2703,Riverside,Coveralls (Hospitals or EMS),July,249550.0
2704,Riverside,Examination Gloves,July,94136940.0
2705,Riverside,Face Shields (Disposable),July,1354336.0
2706,Riverside,Goggles,July,806000.0
2707,Riverside,Hand Sanitizers,July,3466421.0
2708,Riverside,KN95 Respirators,July,3738120.0
2709,Riverside,Lab Supplies,July,8142200.0
2710,Riverside,Medical Equipment,July,82970.0
2711,Riverside,N-95 Respirators,July,82258680.0
2712,Riverside,Other / None of the above,July,1204470.0
2713,Riverside,Personnel,July,604.0
2714,Riverside,Pharmaceuticals,July,168826.0
2715,Riverside,Shoe Covers,July,46500.0
2716,Riverside,Surgical Masks,July,299409000.0
2717,Riverside,Surgical or Examination Gowns,July,5549000.0
2718,Riverside,Swabs,July,93000.0
2719,Riverside,Test Kits,July,15500.0
2720,Riverside,Viral Testing Media,July,1228034.0
2721,Riverside,Wipes,July,111600.0
2722,Riverside,Body Bags,June,11500.0
2723,Riverside,Cleaning Supplies,June,5520.0
2724,Riverside,Cloth Masks,June,1994080.0
2725,Riverside,Coveralls (Hospitals or EMS),June,185150.0
2726,Riverside,Examination Gloves,June,55490940.0
2727,Riverside,Face Shields (Disposable),June,565600.0
2728,Riverside,Goggles,June,413000.0
2729,Riverside,Hand Sanitizers,June,885613.0
2730,Riverside,KN95 Respirators,June,2016260.0
2731,Riverside,Lab Supplies,June,3397800.0
2732,Riverside,Medical Equipment,June,59030.0
2733,Riverside,N-95 Respirators,June,31786680.0
2734,Riverside,Other / None of the above,June,635390.0
2735,Riverside,Personnel,June,148.0
2736,Riverside,Pharmaceuticals,June,74376.0
2737,Riverside,Shoe Covers,June,34500.0
2738,Riverside,Surgical Masks,June,101349000.0
2739,Riverside,Surgical or Examination Gowns,June,1860650.0
2740,Riverside,Swabs,June,69000.0
2741,Riverside,Test Kits,June,11500.0
2742,Riverside,Viral Testing Media,June,911122.0
2743,Riverside,Wipes,June,18000.0
2744,Riverside,Body Bags,October,8000.0
2745,Riverside,Cleaning Supplies,October,3840.0
2746,Riverside,Cloth Masks,October,6792960.0
2747,Riverside,Coveralls (Hospitals or EMS),October,128800.0
2748,Riverside,Examination Gloves,October,68491840.0
2749,Riverside,Face Shields (Disposable),October,937408.0
2750,Riverside,Goggles,October,416000.0
2751,Riverside,Hand Sanitizers,October,2555312.0
2752,Riverside,KN95 Respirators,October,2193280.0
2753,Riverside,Lab Supplies,October,5584000.0
2754,Riverside,Medical Equipment,October,43520.0
2755,Riverside,N-95 Respirators,October,44842560.0
2756,Riverside,Other / None of the above,October,624320.0
2757,Riverside,Personnel,October,512.0
2758,Riverside,Pharmaceuticals,October,87136.0
2759,Riverside,Sample Collecting Kits,October,1680000.0
2760,Riverside,Shoe Covers,October,24000.0
2761,Riverside,Surgical Masks,October,188707200.0
2762,Riverside,Surgical or Examination Gowns,October,2864000.0
2763,Riverside,Swabs,October,1728000.0
2764,Riverside,Test Kits,October,184640.0
2765,Riverside,Viral Testing Media,October,2329824.0
2766,Riverside,Wipes,October,57600.0
2767,Riverside,Body Bags,September,15000.0
2768,Riverside,Cleaning Supplies,September,7200.0
2769,Riverside,Cloth Masks,September,12728800.0
2770,Riverside,Coveralls (Hospitals or EMS),September,241500.0
2771,Riverside,Examination Gloves,September,128327200.0
2772,Riverside,Face Shields (Disposable),September,2157488.0
2773,Riverside,Goggles,September,780000.0
2774,Riverside,Hand Sanitizers,September,4830530.0
2775,Riverside,KN95 Respirators,September,4406400.0
2776,Riverside,Lab Supplies,September,10470000.0
2777,Riverside,Medical Equipment,September,81600.0
2778,Riverside,N-95 Respirators,September,82972800.0
2779,Riverside,Other / None of the above,September,1170600.0
2780,Riverside,Personnel,September,960.0
2781,Riverside,Pharmaceuticals,September,163380.0
2782,Riverside,Sample Collecting Kits,September,3080000.0
2783,Riverside,Shoe Covers,September,45000.0
2784,Riverside,Surgical Masks,September,355794400.0
2785,Riverside,Surgical or Examination Gowns,September,5370000.0
2786,Riverside,Swabs,September,3170000.0
2787,Riverside,Test Kits,September,15000.0
2788,Riverside,Viral Testing Media,September,4297620.0
2789,Riverside,Wipes,September,108000.0
2790,Sacramento,Cleaning Supplies,August,11256.0
2791,Sacramento,Cloth Masks,August,17408500.0
2792,Sacramento,Coveralls (Hospitals or EMS),August,175880.0
2793,Sacramento,Examination Gloves,August,465811800.0
2794,Sacramento,Face Shields (Disposable),August,20139444.0
2795,Sacramento,Goggles,August,4813200.0
2796,Sacramento,Hand Sanitizers,August,14346536.0
2797,Sacramento,KN95 Respirators,August,5336880.0
2798,Sacramento,Medical Equipment,August,115144.0
2799,Sacramento,N-95 Respirators,August,123023980.0
2800,Sacramento,Other / None of the above,August,3531100.0
2801,Sacramento,Personnel,August,346.0
2802,Sacramento,Pharmaceuticals,August,55748.0
2803,Sacramento,Sample Collecting Kits,August,2526400.0
2804,Sacramento,Shoe Covers,August,2020400.0
2805,Sacramento,Surgical Masks,August,296054000.0
2806,Sacramento,Surgical or Examination Gowns,August,29113650.0
2807,Sacramento,Swabs,August,4087000.0
2808,Sacramento,Test Kits,August,4905600.0
2809,Sacramento,Viral Testing Media,August,4522536.0
2810,Sacramento,Wipes,August,704960.0
2811,Sacramento,Cleaning Supplies,July,12462.0
2812,Sacramento,Cloth Masks,July,15459800.0
2813,Sacramento,Coveralls (Hospitals or EMS),July,110500.0
2814,Sacramento,Examination Gloves,July,256118960.0
2815,Sacramento,Face Shields (Disposable),July,11570224.0
2816,Sacramento,Goggles,July,2228900.0
2817,Sacramento,Hand Sanitizers,July,8006149.0
2818,Sacramento,KN95 Respirators,July,3530620.0
2819,Sacramento,Medical Equipment,July,91204.0
2820,Sacramento,N-95 Respirators,July,66435725.0
2821,Sacramento,Other / None of the above,July,2622908.0
2822,Sacramento,Personnel,July,372.0
2823,Sacramento,Pharmaceuticals,July,61359.0
2824,Sacramento,Sample Collecting Kits,July,683500.0
2825,Sacramento,Shoe Covers,July,1169300.0
2826,Sacramento,Surgical Masks,July,196977000.0
2827,Sacramento,Surgical or Examination Gowns,July,14586640.0
2828,Sacramento,Swabs,July,2869000.0
2829,Sacramento,Test Kits,July,1379200.0
2830,Sacramento,Viral Testing Media,July,3121978.0
2831,Sacramento,Wipes,July,677640.0
2832,Sacramento,Cleaning Supplies,June,9246.0
2833,Sacramento,Cloth Masks,June,5833340.0
2834,Sacramento,Coveralls (Hospitals or EMS),June,57500.0
2835,Sacramento,Examination Gloves,June,10030840.0
2836,Sacramento,Face Shields (Disposable),June,3144336.0
2837,Sacramento,Goggles,June,273700.0
2838,Sacramento,Hand Sanitizers,June,2513396.0
2839,Sacramento,KN95 Respirators,June,1053800.0
2840,Sacramento,Medical Equipment,June,9320.0
2841,Sacramento,N-95 Respirators,June,16467805.0
2842,Sacramento,Other / None of the above,June,182193.0
2843,Sacramento,Pharmaceuticals,June,34527.0
2844,Sacramento,Sample Collecting Kits,June,391500.0
2845,Sacramento,Shoe Covers,June,6900.0
2846,Sacramento,Surgical Masks,June,50815000.0
2847,Sacramento,Surgical or Examination Gowns,June,2170310.0
2848,Sacramento,Swabs,June,877000.0
2849,Sacramento,Viral Testing Media,June,862722.0
2850,Sacramento,Wipes,June,76200.0
2851,Sacramento,Cleaning Supplies,October,6432.0
2852,Sacramento,Cloth Masks,October,10868800.0
2853,Sacramento,Coveralls (Hospitals or EMS),October,296320.0
2854,Sacramento,Examination Gloves,October,342698600.0
2855,Sacramento,Face Shields (Disposable),October,20541312.0
2856,Sacramento,Goggles,October,2764200.0
2857,Sacramento,Hand Sanitizers,October,11337096.0
2858,Sacramento,KN95 Respirators,October,19454720.0
2859,Sacramento,Lab Supplies,October,7400.0
2860,Sacramento,Medical Equipment,October,67168.0
2861,Sacramento,N-95 Respirators,October,94003120.0
2862,Sacramento,Other / None of the above,October,2021600.0
2863,Sacramento,Personnel,October,288.0
2864,Sacramento,Pharmaceuticals,October,31856.0
2865,Sacramento,Sample Collecting Kits,October,1880800.0
2866,Sacramento,Shoe Covers,October,1188800.0
2867,Sacramento,Surgical Masks,October,189216000.0
2868,Sacramento,Surgical or Examination Gowns,October,36238900.0
2869,Sacramento,Swabs,October,3504000.0
2870,Sacramento,Test Kits,October,2830720.0
2871,Sacramento,Viral Testing Media,October,3997408.0
2872,Sacramento,Wipes,October,1990720.0
2873,Sacramento,Cleaning Supplies,September,12060.0
2874,Sacramento,Cloth Masks,September,20159700.0
2875,Sacramento,Coveralls (Hospitals or EMS),September,524540.0
2876,Sacramento,Examination Gloves,September,585772000.0
2877,Sacramento,Face Shields (Disposable),September,36360112.0
2878,Sacramento,Goggles,September,5179950.0
2879,Sacramento,Hand Sanitizers,September,20571846.0
2880,Sacramento,KN95 Respirators,September,28475600.0
2881,Sacramento,Medical Equipment,September,125640.0
2882,Sacramento,N-95 Respirators,September,167197290.0
2883,Sacramento,Other / None of the above,September,3790300.0
2884,Sacramento,Personnel,September,412.0
2885,Sacramento,Pharmaceuticals,September,59730.0
2886,Sacramento,Sample Collecting Kits,September,3520650.0
2887,Sacramento,Shoe Covers,September,2229000.0
2888,Sacramento,Surgical Masks,September,353268800.0
2889,Sacramento,Surgical or Examination Gowns,September,60163000.0
2890,Sacramento,Swabs,September,5675000.0
2891,Sacramento,Test Kits,September,5256000.0
2892,Sacramento,Viral Testing Media,September,6341124.0
2893,Sacramento,Wipes,September,3522800.0
2894,San Benito,Cloth Masks,August,126000.0
2895,San Benito,Coveralls (Hospitals or EMS),August,3500.0
2896,San Benito,Examination Gloves,August,1932000.0
2897,San Benito,Face Shields (Disposable),August,58800.0
2898,San Benito,Hand Sanitizers,August,24080.0
2899,San Benito,KN95 Respirators,August,225120.0
2900,San Benito,Lab Supplies,August,28000.0
2901,San Benito,N-95 Respirators,August,5300440.0
2902,San Benito,Other / None of the above,August,15288.0
2903,San Benito,Pharmaceuticals,August,224.0
2904,San Benito,Sample Collecting Kits,August,76000.0
2905,San Benito,Shoe Covers,August,24000.0
2906,San Benito,Surgical Masks,August,7742000.0
2907,San Benito,Surgical or Examination Gowns,August,444680.0
2908,San Benito,Swabs,August,859000.0
2909,San Benito,Test Kits,August,22400.0
2910,San Benito,Viral Testing Media,August,267200.0
2911,San Benito,Wipes,August,50400.0
2912,San Benito,Cloth Masks,July,99000.0
2913,San Benito,Coveralls (Hospitals or EMS),July,3875.0
2914,San Benito,Examination Gloves,July,1860000.0
2915,San Benito,Face Shields (Disposable),July,46000.0
2916,San Benito,Hand Sanitizers,July,25916.0
2917,San Benito,KN95 Respirators,July,249240.0
2918,San Benito,Lab Supplies,July,31000.0
2919,San Benito,N-95 Respirators,July,5512990.0
2920,San Benito,Other / None of the above,July,5856.0
2921,San Benito,Pharmaceuticals,July,248.0
2922,San Benito,Surgical Masks,July,8289000.0
2923,San Benito,Surgical or Examination Gowns,July,347010.0
2924,San Benito,Swabs,July,586000.0
2925,San Benito,Test Kits,July,2400.0
2926,San Benito,Viral Testing Media,July,122800.0
2927,San Benito,Wipes,July,55800.0
2928,San Benito,Coveralls (Hospitals or EMS),June,2875.0
2929,San Benito,Examination Gloves,June,1380000.0
2930,San Benito,Face Shields (Disposable),June,4800.0
2931,San Benito,Hand Sanitizers,June,18220.0
2932,San Benito,KN95 Respirators,June,184920.0
2933,San Benito,Lab Supplies,June,23000.0
2934,San Benito,N-95 Respirators,June,3722030.0
2935,San Benito,Other / None of the above,June,684.0
2936,San Benito,Pharmaceuticals,June,168.0
2937,San Benito,Surgical Masks,June,3829000.0
2938,San Benito,Surgical or Examination Gowns,June,107280.0
2939,San Benito,Swabs,June,155000.0
2940,San Benito,Viral Testing Media,June,24800.0
2941,San Benito,Wipes,June,4800.0
2942,San Benito,Cloth Masks,October,72000.0
2943,San Benito,Coveralls (Hospitals or EMS),October,2000.0
2944,San Benito,Examination Gloves,October,2064000.0
2945,San Benito,Face Shields (Disposable),October,35200.0
2946,San Benito,Hand Sanitizers,October,20480.0
2947,San Benito,KN95 Respirators,October,128640.0
2948,San Benito,Lab Supplies,October,16000.0
2949,San Benito,N-95 Respirators,October,3623840.0
2950,San Benito,Other / None of the above,October,8736.0
2951,San Benito,Pharmaceuticals,October,128.0
2952,San Benito,Sample Collecting Kits,October,204800.0
2953,San Benito,Shoe Covers,October,32000.0
2954,San Benito,Surgical Masks,October,4464000.0
2955,San Benito,Surgical or Examination Gowns,October,1065760.0
2956,San Benito,Swabs,October,736000.0
2957,San Benito,Test Kits,October,12800.0
2958,San Benito,Viral Testing Media,October,320576.0
2959,San Benito,Wipes,October,1057600.0
2960,San Benito,Cloth Masks,September,135000.0
2961,San Benito,Coveralls (Hospitals or EMS),September,3750.0
2962,San Benito,Examination Gloves,September,3313000.0
2963,San Benito,Face Shields (Disposable),September,66000.0
2964,San Benito,Hand Sanitizers,September,37980.0
2965,San Benito,KN95 Respirators,September,241200.0
2966,San Benito,Lab Supplies,September,30000.0
2967,San Benito,N-95 Respirators,September,6584780.0
2968,San Benito,Other / None of the above,September,16380.0
2969,San Benito,Pharmaceuticals,September,240.0
2970,San Benito,Sample Collecting Kits,September,312000.0
2971,San Benito,Shoe Covers,September,60000.0
2972,San Benito,Surgical Masks,September,8370000.0
2973,San Benito,Surgical or Examination Gowns,September,1846200.0
2974,San Benito,Swabs,September,1275000.0
2975,San Benito,Test Kits,September,24000.0
2976,San Benito,Viral Testing Media,September,534540.0
2977,San Benito,Wipes,September,1262600.0
2978,San Bernardino,Cloth Masks,August,16182480.0
2979,San Bernardino,Coveralls (Hospitals or EMS),August,199500.0
2980,San Bernardino,Examination Gloves,August,38460000.0
2981,San Bernardino,Face Shields (Disposable),August,2565988.0
2982,San Bernardino,Goggles,August,132160.0
2983,San Bernardino,Hand Sanitizers,August,2323956.0
2984,San Bernardino,KN95 Respirators,August,911280.0
2985,San Bernardino,Medical Equipment,August,71400.0
2986,San Bernardino,N-95 Respirators,August,26742832.0
2987,San Bernardino,Other / None of the above,August,127246.0
2988,San Bernardino,Personnel,August,788.0
2989,San Bernardino,Pharmaceuticals,August,124824.0
2990,San Bernardino,Sample Collecting Kits,August,560000.0
2991,San Bernardino,Shoe Covers,August,21000.0
2992,San Bernardino,Surgical Masks,August,125762800.0
2993,San Bernardino,Surgical or Examination Gowns,August,6237376.0
2994,San Bernardino,Swabs,August,2044000.0
2995,San Bernardino,Test Kits,August,814800.0
2996,San Bernardino,Viral Testing Media,August,1276520.0
2997,San Bernardino,Cloth Masks,July,12965060.0
2998,San Bernardino,Coveralls (Hospitals or EMS),July,220875.0
2999,San Bernardino,Examination Gloves,July,13484000.0
3000,San Bernardino,Face Shields (Disposable),July,2218044.0
3001,San Bernardino,Goggles,July,146320.0
3002,San Bernardino,Hand Sanitizers,July,1834314.0
3003,San Bernardino,KN95 Respirators,July,814060.0
3004,San Bernardino,Medical Equipment,July,78550.0
3005,San Bernardino,N-95 Respirators,July,27159394.0
3006,San Bernardino,Other / None of the above,July,139142.0
3007,San Bernardino,Personnel,July,56.0
3008,San Bernardino,Pharmaceuticals,July,138198.0
3009,San Bernardino,Sample Collecting Kits,July,100000.0
3010,San Bernardino,Shoe Covers,July,23250.0
3011,San Bernardino,Surgical Masks,July,95062000.0
3012,San Bernardino,Surgical or Examination Gowns,July,4583252.0
3013,San Bernardino,Swabs,July,1818000.0
3014,San Bernardino,Test Kits,July,682100.0
3015,San Bernardino,Viral Testing Media,July,1188434.0
